winning_agent,winning_bid_value,Winner Aggregated Signal,Profit,Probability,winning_bid_time,N,A,L,S,B,Delay
7.0,0.09240342533841112,0.09895022873099958,0.0065468033925884656,0.9781854497668647,1191.0,0.0,8.0,8.0,0.0,0.0,1.0
15.0,0.07575023208629605,0.0821646247105804,0.006414392624284351,0.9991101553908981,1200.0,0.0,8.0,8.0,0.0,0.0,1.0
6.0,0.20586616261263316,0.2123349490751085,0.00646878646247534,0.9563922946298921,1214.0,0.0,8.0,8.0,0.0,0.0,1.0
12.0,0.0761708807946111,0.08267789312499138,0.006507012330380285,0.9681168821323078,1201.0,0.0,8.0,8.0,0.0,0.0,1.0
10.0,0.0961696091770108,0.10818150914703528,0.012011899970024484,0.9495906755894166,1181.0,0.0,8.0,8.0,0.0,0.0,1.0
15.0,0.46668198281166884,0.4731943409174796,0.006512358105810745,0.9999417212381755,1199.0,0.0,8.0,8.0,0.0,0.0,1.0
10.0,0.19748461459786,0.20415773804985943,0.006673123451999441,0.9731490399169505,1194.0,0.0,8.0,8.0,0.0,0.0,1.0
2.0,0.1509881021688758,0.15757109269862166,0.006582990529745869,0.9822334102552401,1193.0,0.0,8.0,8.0,0.0,0.0,1.0
13.0,0.467535297981807,0.47412060016244917,0.006585302180642183,0.9735129169770002,1207.0,0.0,8.0,8.0,0.0,0.0,1.0
6.0,0.13190046791933294,0.13865086203997623,0.006750394120643294,0.9637754086107956,1195.0,0.0,8.0,8.0,0.0,0.0,1.0
12.0,0.12826427607266047,0.13496704472171703,0.006702768649056556,0.9682519544816468,1186.0,0.0,8.0,8.0,0.0,0.0,1.0
4.0,0.09449760568003827,0.10134394443061819,0.006846338750579911,0.9998103862456976,1206.0,0.0,8.0,8.0,0.0,0.0,1.0
6.0,0.1789441232815968,0.18545781844930143,0.006513695167704614,0.9569873944327889,1193.0,0.0,8.0,8.0,0.0,0.0,1.0
14.0,0.10095323826847466,0.10808030989205503,0.007127071623580367,0.9580086674476815,1193.0,0.0,8.0,8.0,0.0,0.0,1.0
13.0,0.05638967416052187,0.06278118968171809,0.0063915155211962185,0.9759585166627217,1197.0,0.0,8.0,8.0,0.0,0.0,1.0
12.0,0.036186800536271484,0.0428770708508444,0.0066902703145729145,0.9340026916752578,1201.0,0.0,8.0,8.0,0.0,0.0,1.0
13.0,0.09761648439532883,0.10408245560913398,0.006465971213805155,0.9706318094741767,1189.0,0.0,8.0,8.0,0.0,0.0,1.0
10.0,0.15342145775202787,0.1598953712274438,0.006473913475415927,0.9462671770486654,1205.0,0.0,8.0,8.0,0.0,0.0,1.0
6.0,0.061081022993095035,0.06765272259968516,0.006571699606590126,0.996411384235896,1209.0,0.0,8.0,8.0,0.0,0.0,1.0
14.0,0.1195624494348106,0.12608193580863453,0.006519486373823921,0.969388990612257,1207.0,0.0,8.0,8.0,0.0,0.0,1.0
6.0,0.21592341091465106,0.22241762636249973,0.0064942154478486724,0.966032104553114,1193.0,0.0,8.0,8.0,0.0,0.0,1.0
11.0,2.438894083370986,2.4455647509284826,0.006670667557496568,0.9962878296802173,1195.0,0.0,8.0,8.0,0.0,0.0,1.0
3.0,0.055831804560260004,0.062384620866992584,0.00655281630673258,0.9993400579454313,1200.0,0.0,8.0,8.0,0.0,0.0,1.0
0.0,0.23847212681539434,0.24473360334311348,0.006261476527719134,0.9445429362079911,1181.0,0.0,8.0,8.0,0.0,0.0,1.0
4.0,0.20204634703317523,0.20857343042279636,0.00652708338962113,0.9867883700571954,1180.0,0.0,8.0,8.0,0.0,0.0,1.0
6.0,0.1825302515893952,0.1889337902015231,0.00640353861212789,0.9319298792290123,1211.0,0.0,8.0,8.0,0.0,0.0,1.0
0.0,0.08414302343575747,0.09119630770109,0.007053284265332527,0.9480163315198336,1192.0,0.0,8.0,8.0,0.0,0.0,1.0
12.0,0.12448543153375287,0.1309212193321466,0.0064357877983937245,0.9867678265081588,1204.0,0.0,8.0,8.0,0.0,0.0,1.0
7.0,0.6166921792514066,0.6234274703768984,0.00673529112549176,0.9829527205515902,1211.0,0.0,8.0,8.0,0.0,0.0,1.0
14.0,0.09680723763193863,0.10332185208552966,0.006514614453591028,0.9816292646627874,1201.0,0.0,8.0,8.0,0.0,0.0,1.0
8.0,0.09766538827049091,0.10419392279501247,0.006528534524521554,0.9950855857042142,1181.0,0.0,8.0,8.0,0.0,0.0,1.0
2.0,0.10208102112036317,0.10863408333743124,0.00655306221706807,0.9848509771249887,1183.0,0.0,8.0,8.0,0.0,0.0,1.0
10.0,0.0949709333579398,0.10396692705434582,0.008995993696406024,0.9971394171617279,1186.0,0.0,8.0,8.0,0.0,0.0,1.0
8.0,0.07170311165870567,0.07812596307201639,0.006422851413310712,0.8913686290028754,1208.0,0.0,8.0,8.0,0.0,0.0,1.0
15.0,0.07277918517609136,0.07930252279664869,0.006523337620557332,0.9936746728476018,1191.0,0.0,8.0,8.0,0.0,0.0,1.0
9.0,0.23473708754917014,0.2414648247291463,0.0067277371799761565,0.9742352294943595,1207.0,0.0,8.0,8.0,0.0,0.0,1.0
7.0,0.20872105812681763,0.21522392232623513,0.006502864199417507,0.9669600359262873,1206.0,0.0,8.0,8.0,0.0,0.0,1.0
3.0,0.10539377403694349,0.1119354947357475,0.0065417206988040155,0.9978727635252576,1201.0,0.0,8.0,8.0,0.0,0.0,1.0
12.0,0.16248939052146946,0.169364263457012,0.006874872935542536,0.9743117270141428,1201.0,0.0,8.0,8.0,0.0,0.0,1.0
14.0,0.09733905702341979,0.10373907357623129,0.006400016552811499,0.9724792487965624,1190.0,0.0,8.0,8.0,0.0,0.0,1.0
