winning_agent,winning_bid_value,Winner Aggregated Signal,Profit,Probability,winning_bid_time,N,A,L,S,B,Delay
8.0,0.2669180737963667,0.09905750812806072,-0.16786056566830596,0.9946591956451257,1202.0,8.0,0.0,0.0,0.0,8.0,1.0
8.0,0.14547218613770505,0.15202716273607803,0.00655497659837298,0.9908664594590251,1211.0,8.0,0.0,0.0,0.0,8.0,1.0
3.0,0.17857016060175207,0.18485712237237184,0.00628696177061977,0.9491224251828695,1207.0,8.0,0.0,0.0,0.0,8.0,1.0
10.0,0.261252284261441,0.04169370326861172,-0.21955858099282927,0.9704171192127933,1201.0,8.0,0.0,0.0,0.0,8.0,1.0
10.0,0.26699125131549745,0.08273706219878839,-0.18425418911670904,0.8131841743188439,1178.0,8.0,0.0,0.0,0.0,8.0,1.0
9.0,0.13616474972454495,0.142647885761237,0.006483136036692039,0.9250620956815236,1208.0,8.0,0.0,0.0,0.0,8.0,1.0
8.0,0.05218844889129606,0.05869168692940061,0.006503238038104549,0.9289453538062882,1210.0,8.0,0.0,0.0,0.0,8.0,1.0
15.0,0.26728219013579974,0.07476795875148337,-0.19251423138431636,0.8482067721434955,1206.0,8.0,0.0,0.0,0.0,8.0,1.0
14.0,0.25723303850702434,0.14972538839583757,-0.10750765011118676,0.833553661738794,1200.0,8.0,0.0,0.0,0.0,8.0,1.0
10.0,0.2547687999384812,0.08691233471482371,-0.16785646522365752,0.8809847695756692,1205.0,8.0,0.0,0.0,0.0,8.0,1.0
13.0,0.26707352045903243,0.15051451790184894,-0.11655900255718349,0.99273381729349,1185.0,8.0,0.0,0.0,0.0,8.0,1.0
10.0,0.25629969966805854,0.046317440653190656,-0.2099822590148679,0.8531548502168305,1200.0,8.0,0.0,0.0,0.0,8.0,1.0
12.0,0.2670946204322795,0.08155111393740952,-0.18554350649486998,0.8687854526765273,1193.0,8.0,0.0,0.0,0.0,8.0,1.0
11.0,0.269007296621999,0.0631877922189708,-0.2058195044030282,0.9173333398043771,1195.0,8.0,0.0,0.0,0.0,8.0,1.0
14.0,0.09734603635947886,0.10389407807453319,0.006548041715054326,0.9060271004675675,1203.0,8.0,0.0,0.0,0.0,8.0,1.0
8.0,0.25820660753350577,0.033737022855157235,-0.22446958467834854,0.9725287357919868,1200.0,8.0,0.0,0.0,0.0,8.0,1.0
11.0,0.26843677734570315,0.08520931585622232,-0.18322746148948083,0.8655095588251728,1206.0,8.0,0.0,0.0,0.0,8.0,1.0
7.0,0.5273978472721988,0.5338078322317212,0.006409984959522386,0.9737742920639509,1181.0,8.0,0.0,0.0,0.0,8.0,1.0
14.0,0.26367374553332085,0.07513440275952787,-0.18853934277379297,0.9409652927790323,1192.0,8.0,0.0,0.0,0.0,8.0,1.0
11.0,0.2675061198971884,0.03714577160806748,-0.23036034828912094,0.8731366933521175,1183.0,8.0,0.0,0.0,0.0,8.0,1.0
14.0,0.25810022859106546,0.157782739695855,-0.10031748889521047,0.9449058598863047,1201.0,8.0,0.0,0.0,0.0,8.0,1.0
0.0,0.22405327634148844,0.2306210193588232,0.0065677430173347595,0.9410311161333416,1203.0,8.0,0.0,0.0,0.0,8.0,1.0
8.0,0.3659501133854678,0.3725841512712055,0.006634037885737687,0.9726515590313514,1198.0,8.0,0.0,0.0,0.0,8.0,1.0
6.0,0.2490094474807327,0.2555266947392605,0.006517247258527786,0.822798243514021,1208.0,8.0,0.0,0.0,0.0,8.0,1.0
11.0,0.26942601647189063,0.06724046662876054,-0.20218554984313009,0.8940802294021707,1178.0,8.0,0.0,0.0,0.0,8.0,1.0
7.0,0.06244307033512432,0.06887785288211844,0.006434782546994117,0.973003119549195,1221.0,8.0,0.0,0.0,0.0,8.0,1.0
15.0,0.26461845775730714,0.07581537972324509,-0.18880307803406204,0.9164711023052567,1201.0,8.0,0.0,0.0,0.0,8.0,1.0
8.0,0.2617718103665147,0.0979944343578533,-0.1637773760086614,0.9533054057528249,1201.0,8.0,0.0,0.0,0.0,8.0,1.0
9.0,0.26674463583159774,0.1767347096307948,-0.09000992620080295,0.8306830064579164,1194.0,8.0,0.0,0.0,0.0,8.0,1.0
11.0,0.26718914020299306,0.08436790631846282,-0.18282123388453025,0.9870786884736684,1190.0,8.0,0.0,0.0,0.0,8.0,1.0
8.0,0.26316006336614484,0.068166977121033,-0.19499308624511183,0.9746581287741145,1192.0,8.0,0.0,0.0,0.0,8.0,1.0
14.0,0.08388119582554032,0.09014890109747001,0.0062677052719296855,0.9641375143149256,1200.0,8.0,0.0,0.0,0.0,8.0,1.0
13.0,0.2626675858247524,0.08047548486826159,-0.18219210095649083,0.9391819951317907,1204.0,8.0,0.0,0.0,0.0,8.0,1.0
4.0,0.23234539799678092,0.23882761668285268,0.006482218686071767,0.9103996394400538,1202.0,8.0,0.0,0.0,0.0,8.0,1.0
13.0,0.26620429863187517,0.04292884482957813,-0.22327545380229705,0.9146495452365869,1190.0,8.0,0.0,0.0,0.0,8.0,1.0
13.0,0.26907278137568236,0.06000532526440777,-0.20906745611127459,0.8122766737533466,1187.0,8.0,0.0,0.0,0.0,8.0,1.0
12.0,0.26447271811218703,0.07821477215997928,-0.18625794595220774,0.9289609604336053,1195.0,8.0,0.0,0.0,0.0,8.0,1.0
5.0,0.1831291145062648,0.18968920333452005,0.006560088828255262,0.9735689252458897,1208.0,8.0,0.0,0.0,0.0,8.0,1.0
13.0,0.2646504455827842,0.08566798152277913,-0.1789824640600051,0.9934657120445058,1192.0,8.0,0.0,0.0,0.0,8.0,1.0
11.0,0.2661506542323453,0.08548205455479632,-0.18066859967754897,0.8389088622358579,1193.0,8.0,0.0,0.0,0.0,8.0,1.0
9.0,0.2567082934984211,0.22138874787189514,-0.03531954562652598,0.8021855558170433,1203.0,8.0,0.0,0.0,0.0,8.0,1.0
14.0,0.2604309001826661,0.11735560153490954,-0.1430752986477566,0.9870610943617671,1198.0,8.0,0.0,0.0,0.0,8.0,1.0
13.0,0.2638783007343049,0.09038187146623464,-0.17349642926807027,0.9634995470570764,1200.0,8.0,0.0,0.0,0.0,8.0,1.0
13.0,0.26099961083022105,0.06715791361646511,-0.19384169721375594,0.9858454566463425,1184.0,8.0,0.0,0.0,0.0,8.0,1.0
8.0,0.08123874261552136,0.08789296597599586,0.006654223360474498,0.9180685959104408,1206.0,8.0,0.0,0.0,0.0,8.0,1.0
12.0,0.26642257363000527,0.043358080047679486,-0.22306449358232577,0.9976908323403902,1200.0,8.0,0.0,0.0,0.0,8.0,1.0
15.0,0.09036712548137543,0.098533428180053,0.008166302698677574,0.9920340294557825,1207.0,8.0,0.0,0.0,0.0,8.0,1.0
15.0,0.2691569451812131,0.14866920807879436,-0.12048773710241872,0.9506238499290207,1201.0,8.0,0.0,0.0,0.0,8.0,1.0
8.0,0.26775077983324486,0.044957824885526645,-0.22279295494771822,0.9014020870281397,1197.0,8.0,0.0,0.0,0.0,8.0,1.0
3.0,0.9184094720316364,0.9256712196108431,0.007261747579206723,0.9841937005765242,1201.0,8.0,0.0,0.0,0.0,8.0,1.0
11.0,0.26728913261450393,0.0927778675743122,-0.17451126504019174,0.9315775030626476,1188.0,8.0,0.0,0.0,0.0,8.0,1.0
9.0,0.2629811996604973,0.08876965142253386,-0.17421154823796348,0.9551599506567636,1192.0,8.0,0.0,0.0,0.0,8.0,1.0
4.0,0.06479608129322932,0.07139733198956305,0.00660125069633373,0.9169363885179524,1211.0,8.0,0.0,0.0,0.0,8.0,1.0
15.0,0.2648352318997402,0.0952812082280245,-0.16955402367171568,0.9335272092531097,1195.0,8.0,0.0,0.0,0.0,8.0,1.0
15.0,0.26824581674939646,0.04450409081517995,-0.2237417259342165,0.8858497432992145,1201.0,8.0,0.0,0.0,0.0,8.0,1.0
8.0,0.26234150565774117,0.07616862347437152,-0.18617288218336964,0.9768086766933408,1192.0,8.0,0.0,0.0,0.0,8.0,1.0
10.0,0.2611606017300287,0.10999209171813393,-0.15116851001189477,0.9644532013655783,1195.0,8.0,0.0,0.0,0.0,8.0,1.0
9.0,0.11412409776089263,0.12073472086911839,0.006610623108225758,0.9988784420558661,1196.0,8.0,0.0,0.0,0.0,8.0,1.0
3.0,0.3702452103291237,0.3767888295590066,0.006543619229882891,0.981270787215405,1199.0,8.0,0.0,0.0,0.0,8.0,1.0
3.0,0.12821178325014565,0.13482038394821005,0.006608600698064404,0.9942882190459519,1210.0,8.0,0.0,0.0,0.0,8.0,1.0
14.0,0.06512390816566269,0.0727715380795436,0.007647629913880918,0.9466621717460231,1195.0,8.0,0.0,0.0,0.0,8.0,1.0
2.0,0.2675192865173982,0.27400379354902377,0.006484507031625564,0.9872150478263623,1199.0,8.0,0.0,0.0,0.0,8.0,1.0
11.0,0.2692811969792991,0.1944846197341783,-0.07479657724512079,0.8842525726670202,1182.0,8.0,0.0,0.0,0.0,8.0,1.0
8.0,0.26631136354385476,0.0863871833279413,-0.17992418021591344,0.9180892266789021,1187.0,8.0,0.0,0.0,0.0,8.0,1.0
10.0,0.26610576880398706,0.08057036772483775,-0.18553540107914931,0.913866975497946,1182.0,8.0,0.0,0.0,0.0,8.0,1.0
12.0,0.26428400265067337,0.11197164530821407,-0.1523123573424593,0.9368406267899652,1195.0,8.0,0.0,0.0,0.0,8.0,1.0
15.0,0.26502264901588096,0.06980338385092061,-0.19521926516496035,0.9287248604137927,1199.0,8.0,0.0,0.0,0.0,8.0,1.0
